CONSOMMABLES,EPI,HELIOS DICA SL,"16955,02"
CONSOMMABLES,MAT PREMIÈRE MÉCANIQUE,GANTOIS,2060
EMBALLAGES,ASSISTANCE TECHNIQUE,GEOTECHNIQUE RHONE ALPES SAS,31240
EMBALLAGES,CONTRÔLES ET RÉGLEMENTATION,CDV CONCEPT,5225
EQUIPEMENTS,ELECTRICITÉ,BALOGH,"4939,42"
EQUIPEMENTS,INSTRUMENTATION,BLET SA,"828,1"
EQUIPEMENTS,INSTRUMENTATION,PROMAT SECURITE,"4182,11"
EQUIPEMENTS,INSTRUMENTATION,SETNAG,785
ETUDES,ASSISTANCE TECHNIQUE,"2C,2I",3687
ETUDES,ASSISTANCE TECHNIQUE,ABYLSEN ST/RA,"221069,99"
ETUDES,ASSISTANCE TECHNIQUE,ALPHA MAINTENANCE,31570
ETUDES,ASSISTANCE TECHNIQUE,"ATELIER B,A,T,","255047,6"
ETUDES,ASSISTANCE TECHNIQUE,ATS PREVENTION,"64847,81"
ETUDES,ASSISTANCE TECHNIQUE,B2 INGENIERIE,"10683,9"
ETUDES,ASSISTANCE TECHNIQUE,BEDS,12500
ETUDES,ASSISTANCE TECHNIQUE,BESI,"80301,6"
ETUDES,ASSISTANCE TECHNIQUE,"BOUESNARD F, ARCHITECTE","21008,47"
ETUDES,ASSISTANCE TECHNIQUE,BOUTEFEU INGENIERIA SL,"23640,43"
ETUDES,ASSISTANCE TECHNIQUE,BSI PM ENGINEERING SAS,"1089,5"
ETUDES,ASSISTANCE TECHNIQUE,CONSULTING INDUSTRIAL SYSTEM,"11951,5"
ETUDES,ASSISTANCE TECHNIQUE,CREAT SARL,"280203,05"
ETUDES,ASSISTANCE TECHNIQUE,DEKRA CONSEIL HSE,"36750,5"
ETUDES,ASSISTANCE TECHNIQUE,DIDIER PIERRON,5200
ETUDES,ASSISTANCE TECHNIQUE,ERAS E2I,80155
ETUDES,ASSISTANCE TECHNIQUE,GEA PROCESS ENGINEERING SPA,"432770,53"
ETUDES,ASSISTANCE TECHNIQUE,GEO CONSEIL,3790
ETUDES,ASSISTANCE TECHNIQUE,HONEYWELL,"19428,8"
ETUDES,ASSISTANCE TECHNIQUE,IFOTEC,"96565,17"
ETUDES,ASSISTANCE TECHNIQUE,IM PROJET,108680
ETUDES,ASSISTANCE TECHNIQUE,INAUV,19000
ETUDES,ASSISTANCE TECHNIQUE,"INERCO INGENIERIA, TECN,Y CONSULTOR",8200
ETUDES,ASSISTANCE TECHNIQUE,IREPOLIA,16300
ETUDES,ASSISTANCE TECHNIQUE,ITC INGENIERIE TECHNIQUE,44370
ETUDES,ASSISTANCE TECHNIQUE,ODZ   CONSULTANTS,"10188,5"
ETUDES,ASSISTANCE TECHNIQUE,OREM ASTRE,"245870,32"
ETUDES,ASSISTANCE TECHNIQUE,PRO ETUD,75570
ETUDES,ASSISTANCE TECHNIQUE,PROGREDI,"129714,03"
ETUDES,ASSISTANCE TECHNIQUE,SELARL BOURGUIGNON-CELLIER-LACOUR-,2705
ETUDES,ASSISTANCE TECHNIQUE,SETP,2522
ETUDES,ASSISTANCE TECHNIQUE,SOFRESID ENGINEERING SA,1000
ETUDES,ASSISTANCE TECHNIQUE,SPEC SA,"10104,75"
ETUDES,CONTRÔLES ET RÉGLEMENTATION,APAVE SUD EUROPE,"25765,42"
ETUDES,CONTRÔLES ET RÉGLEMENTATION,APAVE SUDEUROPE,"123566,38"
ETUDES,CONTRÔLES ET RÉGLEMENTATION,APPLUS RTD FRANCE,2100
ETUDES,CONTRÔLES ET RÉGLEMENTATION,"ATISAE-ASISTENCIA TECNICA IND,SAE","14514,7"
ETUDES,CONTRÔLES ET RÉGLEMENTATION,"B,  C,  S,",605
ETUDES,CONTRÔLES ET RÉGLEMENTATION,BALANZAS Y SISTEMAS BIZERBA SA,2899
ETUDES,CONTRÔLES ET RÉGLEMENTATION,"BUENAVENTURA GINER S,A,",2855
ETUDES,CONTRÔLES ET RÉGLEMENTATION,BUREAU VERITAS,"161746,43"
ETUDES,CONTRÔLES ET RÉGLEMENTATION,CENTRE PESAGE,"44867,24"
ETUDES,CONTRÔLES ET RÉGLEMENTATION,COREXCO,1480
ETUDES,CONTRÔLES ET RÉGLEMENTATION,DB VIB CONSULTING,"9319,5"
ETUDES,CONTRÔLES ET RÉGLEMENTATION,DNV - DET NORSKE VERITAS FRANCE,3804
ETUDES,CONTRÔLES ET RÉGLEMENTATION,EPONA,"33125,4"
ETUDES,CONTRÔLES ET RÉGLEMENTATION,GEOPAL,3610
ETUDES,CONTRÔLES ET RÉGLEMENTATION,GESTION DE RECURSOS INTERNOS SL,84907
ETUDES,CONTRÔLES ET RÉGLEMENTATION,INGENIERIA DE GESTION INDUSTRIAL SL,2490
ETUDES,CONTRÔLES ET RÉGLEMENTATION,ISAP,"16510,8"
ETUDES,CONTRÔLES ET RÉGLEMENTATION,MAPE,2799
ETUDES,CONTRÔLES ET RÉGLEMENTATION,"MARLIER  S,A,",1590
ETUDES,CONTRÔLES ET RÉGLEMENTATION,MESURE ET SERVICES,3930
ETUDES,CONTRÔLES ET RÉGLEMENTATION,METTLER TOLEDO SA,"37402,87"
ETUDES,CONTRÔLES ET RÉGLEMENTATION,MISTRAS GROUP,1300
ETUDES,CONTRÔLES ET RÉGLEMENTATION,NOVON FRANCE,"780,7"
ETUDES,CONTRÔLES ET RÉGLEMENTATION,NOVOTEC CONSULTORES SA,1860
ETUDES,CONTRÔLES ET RÉGLEMENTATION,QUALICONSULT SECURITE,36393
ETUDES,CONTRÔLES ET RÉGLEMENTATION,SALA MANTENIMIENTOS SLU,500
ETUDES,CONTRÔLES ET RÉGLEMENTATION,SGS QUALITEST,"9338,5"
ETUDES,CONTRÔLES ET RÉGLEMENTATION,SUB C MARINE,3130
ETUDES,CONTRÔLES ET RÉGLEMENTATION,SYSTHERM,1840
ETUDES,CONTRÔLES ET RÉGLEMENTATION,"TECNICAS PREDICT,INSTRUMENTACION SL","21408,6"
ETUDES,CONTRÔLES ET RÉGLEMENTATION,TRACERCO EUROPE,21905
ETUDES,ETUDES GÉNÉRALES,ARTELIA VILLE ET TRANSPORT,22500
ETUDES,ETUDES GÉNÉRALES,ATECAL,4970
ETUDES,ETUDES GÉNÉRALES,AUVERTECH,"9613,17"
ETUDES,ETUDES GÉNÉRALES,BEG INGENIERIE,"265725,47"
ETUDES,ETUDES GÉNÉRALES,CETIAT,"4465,55"
ETUDES,ETUDES GÉNÉRALES,CHEMSIS,2586336
ETUDES,ETUDES GÉNÉRALES,ELCIMAI CONSEIL,11120
ETUDES,ETUDES GÉNÉRALES,ENGINEERING ET CONSULTING,61880
ETUDES,ETUDES GÉNÉRALES,ERAS,167800
ETUDES,ETUDES GÉNÉRALES,ETI ENVIRONNEMENT,47925
ETUDES,ETUDES GÉNÉRALES,HORUS INGENIERIE CONSEIL,22500
ETUDES,ETUDES GÉNÉRALES,I  R  H   INGENIEUR CONSEIL,2200
ETUDES,ETUDES GÉNÉRALES,IAC SIM ENGINEERING,14820
ETUDES,ETUDES GÉNÉRALES,INERIS,1600
ETUDES,ETUDES GÉNÉRALES,INEVO TECHNOLOGIY,"32939,08"
ETUDES,ETUDES GÉNÉRALES,INGENICA,"194499,6"
ETUDES,ETUDES GÉNÉRALES,INGEROP CONSEIL ET INGENIERIE,94050
ETUDES,ETUDES GÉNÉRALES,NOVA INGENIERIE,"80602,17"
ETUDES,ETUDES GÉNÉRALES,R&V ENGINEERING,13600
ETUDES,ETUDES GÉNÉRALES,TECHNIP,"6690230,28"
ETUDES,ETUDES GÉNÉRALES,TECHNIP IBERIA SA,288285
ETUDES,ETUDES GÉNÉRALES,TECHNIP INDUSTRIES LYON,"56638,81"
GÉNIE CIVIL ET BÂTIMENT,BÂTIMENT / SECOND OEUVRE,BERGANIN MENUISERIE SAS,35172
GÉNIE CIVIL ET BÂTIMENT,BÂTIMENT / SECOND OEUVRE,FERBECK & FUMITHERM,"78602,42"
GÉNIE CIVIL ET BÂTIMENT,BÂTIMENT / SECOND OEUVRE,FM SUD GALCO,30226
GÉNIE CIVIL ET BÂTIMENT,BÂTIMENT / SECOND OEUVRE,"I, M, D, V,","28115,31"
GÉNIE CIVIL ET BÂTIMENT,BÂTIMENT / SECOND OEUVRE,LOPEZ  PATRICK,"38875,02"
GÉNIE CIVIL ET BÂTIMENT,BÂTIMENT / SECOND OEUVRE,MAX TROMPAT,"29115,59"
GÉNIE CIVIL ET BÂTIMENT,BÂTIMENT / SECOND OEUVRE,MIROITERIE DE LA LOUE,29939
GÉNIE CIVIL ET BÂTIMENT,BÂTIMENT / SECOND OEUVRE,MR TOUSSAINT JACKY,"40595,94"
GÉNIE CIVIL ET BÂTIMENT,BÂTIMENT / SECOND OEUVRE,REMA TIP TOP FRANCE,2195
GÉNIE CIVIL ET BÂTIMENT,BÂTIMENT / SECOND OEUVRE,ROLLAND SARL,"5009,2"
GÉNIE CIVIL ET BÂTIMENT,BÂTIMENT / SECOND OEUVRE,SCARFO,52989
GÉNIE CIVIL ET BÂTIMENT,BÂTIMENT / SECOND OEUVRE,SOGEB MAZET,"124289,24"
GÉNIE CIVIL ET BÂTIMENT,BÂTIMENT / SECOND OEUVRE,TARVEL,"54572,86"
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,CAMPEZO ASFALTOS DE CASTILLA Y LEON,"19405,33"
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,CARDEM SAS,"494891,75"
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,CONSTRUCCIONES CALIDAD SL,"248849,1"
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,CONSTRUCCIONES JOSE PIEDRA SA,"77216,12"
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,EIFFAGE CONSTRUCTION AUVERGNE,"37257,22"
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,EIFFAGE TP,"1856815,79"
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,FONDASOL,12500
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,"FRANCISCO J, Y J,M,IZQUIERDO GONZAL",839
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,MACONNERIE TRAVAUX INDUSTRIELS,74358
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,PI CONSTRUCTION,"17379,32"
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,RIBIERE INDUSTRIE,"38339,06"
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,SMTS Groupe Traynard,"782184,72"
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,SNEC,"1008923,5"
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,SOGEA,87950
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,TECSA EMPRESA CONSTRUCTORA SA,"27598,68"
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL - VRD - TP,VONROLL HYDRO,552
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL / STRUCTURE,BEROA FRANCE,"41665,33"
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL / STRUCTURE,SOFRAST,45360
GÉNIE CIVIL ET BÂTIMENT,GÉNIE CIVIL / STRUCTURE,SOLETANCHE BACHY PIEUX,"876311,81"
GÉNIE CLIMATIQUE,FROID ET CLIMATISATION,AXIMA  REFRIGERATION,"248225,08"
GÉNIE CLIMATIQUE,FROID ET CLIMATISATION,AXIMA SEITHA,"206181,47"
GÉNIE CLIMATIQUE,FROID ET CLIMATISATION,"CAU S,A,","292386,6"
GÉNIE CLIMATIQUE,FROID ET CLIMATISATION,CNIM DIVISION BABCOK,21240
GÉNIE CLIMATIQUE,FROID ET CLIMATISATION,DALKIA,"12714,33"
GÉNIE CLIMATIQUE,FROID ET CLIMATISATION,DALKIA ENERGIA Y SERVICIOS SA,"2300,32"
GÉNIE CLIMATIQUE,FROID ET CLIMATISATION,DEHON SERVICE,"341,35"
GÉNIE CLIMATIQUE,FROID ET CLIMATISATION,F2A,"870,8"
GÉNIE CLIMATIQUE,FROID ET CLIMATISATION,HERVE THERMIQUE,"98625,11"
GÉNIE CLIMATIQUE,FROID ET CLIMATISATION,JOHNSON CONTROLS INDUSTRIES,"278932,41"
GÉNIE CLIMATIQUE,FROID ET CLIMATISATION,MIDI THERMIQUE,"7879,54"
GÉNIE EIA,DÉTECTION INCENDIE,BELLT ESPAÑA SA,"13692,8"
GÉNIE EIA,DÉTECTION INCENDIE,CASTELLANA SEGURIDAD Y CONTROL SA,"37084,2"
GÉNIE EIA,DÉTECTION INCENDIE,CHUBB SECURITE,"241926,4"
GÉNIE EIA,DÉTECTION INCENDIE,DRÄGER SAFETY FRANCE SAS,"225471,54"
GÉNIE EIA,DÉTECTION INCENDIE,"EXTINTORES EIVAR S,A,","1336,2"
GÉNIE EIA,DÉTECTION INCENDIE,QUIBAC SA,"1840,2"
GÉNIE EIA,DÉTECTION INCENDIE,SIEMENS SAS,"151550,06"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,ACCI,22320
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,ACTEMIUM  SRTI,83930
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,AEG POWER SOLUTIONS,"18531,68"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,APEX INGENIERIA INTEGRAL SA,"110521,64"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,"BOBINADOS E INST,ELECTR,BURGOS SL","2554,14"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,CEGELEC CENTRE EST,21000
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,CEGELEC CENTRE EST COMPTA,28820
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,CEGELEC/CLERMONT,"137191,06"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,"COTE S,A,S,","20392,44"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,DM REGULATION,"251882,25"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,EATON INDUSTRIES (SPAIN) SL,725
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,EFACEC SISTEMAS ESPAÑA SL,"69046,19"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,EKIUM,"626243,3"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,GE POWER CONTROLS,"13682,6"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,GMR,"39228,59"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,GROUPE SNEF,"9832,35"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,GUNNEBO FRANCE,"34935,7"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,INEO MIDI PYRENEES,"890,42"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,INEO RHONE-ALPES  AUVERGNE,"2756317,84"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,INSYSTEC,"10194,46"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,"INVENSYS SYSTEMS FR,/TRICONEX",1695
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,OPTEOR,"1239510,74"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,SAFT GRANIER,"1255,31"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,SCHALTBAU FRANCE,2676
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,SDEL RHONE ALPES INDUSTRIE,"147955,52"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,SECAUTO,"2674964,5"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,SIEMSA INDUSTRIA SA,"334480,72"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,SNEF DELTA COMMUNICATIONS,"14452,75"
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,SOTEB,170316
GÉNIE EIA,ELECTRICITÉ - INSTRUMENTATION,SPIE SUD EST,3080275
GÉNIE MÉCANIQUE,BÂTIMENT / SECOND OEUVRE,MANREY,"19393,63"
GÉNIE MÉCANIQUE,CHARPENTE - STRUCTURE,CIM,"317234,4"
GÉNIE MÉCANIQUE,CHARPENTE - STRUCTURE,CMM,"135639,01"
GÉNIE MÉCANIQUE,CHARPENTE - STRUCTURE,GAGNE,"2098343,88"
GÉNIE MÉCANIQUE,CHARPENTE - STRUCTURE,GRIJALVO MATERIALES CONSTRUCCION SL,"3768,2"
GÉNIE MÉCANIQUE,CHARPENTE - STRUCTURE,GUION  INDUSTRIE,127572
GÉNIE MÉCANIQUE,CHARPENTE - STRUCTURE,PUERTAS ROPER SA,"2584,5"
GÉNIE MÉCANIQUE,CHARPENTE - STRUCTURE,SECTI,24655
GÉNIE MÉCANIQUE,CHARPENTE - STRUCTURE,SERMECA STEPHANOISE,"602072,99"
GÉNIE MÉCANIQUE,ECHAFFAUDAGE - CALORIFUGE,AISLAMIENTOS CEA SL,"218343,99"
GÉNIE MÉCANIQUE,ECHAFFAUDAGE - CALORIFUGE,ANDAMIOS BURGOS SL,"30902,68"
GÉNIE MÉCANIQUE,ECHAFFAUDAGE - CALORIFUGE,ELIT,659
GÉNIE MÉCANIQUE,ECHAFFAUDAGE - CALORIFUGE,GRUAS BURGOS SA,"42857,72"
GÉNIE MÉCANIQUE,ECHAFFAUDAGE - CALORIFUGE,KAEFER WANNER,"892134,6"
GÉNIE MÉCANIQUE,ECHAFFAUDAGE - CALORIFUGE,LYON ECHAFAUDAGES,"380314,03"
GÉNIE MÉCANIQUE,ECHAFFAUDAGE - CALORIFUGE,OUVAROFF,"1785698,18"
GÉNIE MÉCANIQUE,ECHAFFAUDAGE - CALORIFUGE,PEDUZZI ISOLATIONS,40940
GÉNIE MÉCANIQUE,LEVAGE / MONTAGE,FOSELEV PROVENCE,"330193,91"
GÉNIE MÉCANIQUE,LEVAGE / MONTAGE,JOFER ELEVACION SL,"1516,98"
GÉNIE MÉCANIQUE,MAINTENANCE ASCENSEURS,OTIS,"80489,69"
GÉNIE MÉCANIQUE,MAINTENANCE ASCENSEURS,SCHINDLER,"15483,11"
GÉNIE MÉCANIQUE,MAINTENANCE GÉNÉRALE,A2M,3600
GÉNIE MÉCANIQUE,MAINTENANCE GÉNÉRALE,AB MAINTENANCE,"525004,24"
GÉNIE MÉCANIQUE,MAINTENANCE GÉNÉRALE,AIR-RAIL SL,"27326,14"
GÉNIE MÉCANIQUE,MAINTENANCE GÉNÉRALE,"ASSA ABLOY ENTRANCE SYSTEMS SPAIN,S",635
GÉNIE MÉCANIQUE,MAINTENANCE GÉNÉRALE,BAREP,"45329,97"
GÉNIE MÉCANIQUE,MAINTENANCE GÉNÉRALE,EGM,547730
GÉNIE MÉCANIQUE,MAINTENANCE GÉNÉRALE,"GRETEDI, S,L,","2627,84"
GÉNIE MÉCANIQUE,MAINTENANCE GÉNÉRALE,JOSE Mª MORAL E HIJOS SL,"8045,4"
GÉNIE MÉCANIQUE,MAINTENANCE GÉNÉRALE,MECA G SERVICES,"58221,65"
GÉNIE MÉCANIQUE,MAINTENANCE GÉNÉRALE,"MIB MAINTENANCE INDUST,BERRY",553
GÉNIE MÉCANIQUE,MAINTENANCE GÉNÉRALE,MSA GALLET,1355
GÉNIE MÉCANIQUE,MAINTENANCE GÉNÉRALE,OSIRIS GIE Roussillon,1580
GÉNIE MÉCANIQUE,MAINTENANCE GÉNÉRALE,RAMOS CORRALEJO SANTIAGO,"178017,26"
GÉNIE MÉCANIQUE,MAINTENANCE GÉNÉRALE,TECHNIFER,40000
